interview_id,candidate_id,stage,stage_date,status,outcome,feedback_score,interviewer
3244,2457,Phone Screen,2024-05-16,Rejected,Salary expectations too high,3.0,Melissa Martinez
3245,2458,Application,2024-01-29,Rejected,Other,,
3246,2459,Application,2023-05-09,Rejected,Other,,
3247,2460,Application,2023-07-09,In Progress,Advancing to next stage,,
3248,2460,Phone Screen,2023-07-09,Rejected,Did not meet requirements,,
3249,2461,Application,2024-06-26,Rejected,Other,,
3250,2462,Application,2023-08-01,Rejected,Other,,
3251,2463,Application,2023-07-04,In Progress,Advancing to next stage,,
3252,2463,Phone Screen,2023-07-04,Rejected,Did not meet requirements,,
3253,2464,Application,2023-11-18,Rejected,Other,,
3254,2465,Application,2023-07-31,In Progress,Advancing to next stage,,
3255,2465,Phone Screen,2023-07-31,Rejected,Did not meet requirements,,
3256,2466,Application,2023-02-05,Rejected,Other,,
3257,2467,Application,2023-11-02,Rejected,Other,,
3258,2469,Application,2023-02-17,Rejected,Other,,
3259,2470,Application,2023-05-24,In Progress,Advancing to next stage,,
3260,2470,Phone Screen,2023-05-24,Rejected,Did not meet requirements,,
3261,2471,Application,2024-06-19,In Progress,Advancing to next stage,,
3262,2471,Phone Screen,2024-06-19,Rejected,Did not meet requirements,,
3263,2472,Application,2024-06-06,In Progress,Advancing to next stage,,
3264,2472,Phone Screen,2024-06-06,Rejected,Did not meet requirements,,
3265,2473,Application,2023-08-31,Rejected,Other,,
3266,2474,Application,2023-11-03,In Progress,Advancing to next stage,,
3267,2474,Phone Screen,2023-11-03,Rejected,Did not meet requirements,,
3268,2475,Application,2023-08-10,Rejected,Other,,
3269,2476,Application,2023-05-12,Rejected,Other,,
3270,2477,Application,2023-09-19,Rejected,Other,,
3271,2478,Application,2024-02-14,In Progress,Advancing to next stage,,
3272,2478,Phone Screen,2024-02-23,In Progress,Advancing to next stage,4.0,Samantha Gillespie
3273,2478,Technical Assessment,2024-02-23,Rejected,Did not meet requirements,,
3274,2479,Application,2024-03-11,Rejected,Other,,
3275,2480,Application,2023-03-14,In Progress,Advancing to next stage,,
3276,2480,Phone Screen,2023-03-18,Rejected,Salary expectations too high,1.0,Bryan Richardson
3277,2481,Application,2024-06-07,Rejected,Other,,
3278,2482,Application,2023-06-07,In Progress,Advancing to next stage,,
3279,2482,Phone Screen,2023-06-07,Rejected,Did not meet requirements,,
3280,2483,Application,2023-01-27,In Progress,Advancing to next stage,,
3281,2483,Phone Screen,2023-01-27,Rejected,Did not meet requirements,,
3282,2484,Application,2023-10-04,Rejected,Other,,
3283,2485,Application,2024-02-21,Rejected,Other,,
3284,2486,Application,2024-01-07,In Progress,Advancing to next stage,,
3285,2486,Phone Screen,2024-01-07,Rejected,Did not meet requirements,,
3286,2487,Application,2023-08-20,Rejected,Other,,
3287,2488,Application,2024-01-22,In Progress,Advancing to next stage,,
3288,2488,Phone Screen,2024-01-22,Rejected,Did not meet requirements,,
3289,2489,Application,2023-05-07,Rejected,Other,,
3290,2490,Application,2024-05-16,In Progress,Advancing to next stage,,
3291,2490,Phone Screen,2024-05-16,Rejected,Did not meet requirements,,
3292,2492,Application,2023-04-12,Rejected,Other,,
3293,2493,Application,2024-02-03,In Progress,Advancing to next stage,,
3294,2493,Phone Screen,2024-02-03,Rejected,Did not meet requirements,,
3295,2494,Application,2024-02-17,In Progress,Advancing to next stage,,
3296,2494,Phone Screen,2024-02-17,Rejected,Did not meet requirements,,
3297,2495,Application,2023-09-23,In Progress,Advancing to next stage,,
3298,2495,Phone Screen,2023-09-23,Rejected,Did not meet requirements,,
3299,2497,Application,2023-10-01,Rejected,Other,,
3300,2499,Application,2023-07-07,In Progress,Advancing to next stage,,
3301,2499,Phone Screen,2023-07-14,In Progress,Advancing to next stage,3.0,Anna Cantu
3302,2499,Technical Assessment,2023-07-14,Rejected,Did not meet requirements,,
3303,2500,Application,2024-05-29,In Progress,Advancing to next stage,,
3304,2500,Phone Screen,2024-05-29,Rejected,Did not meet requirements,,
3305,2501,Application,2024-06-17,In Progress,Advancing to next stage,,
3306,2501,Phone Screen,2024-06-25,In Progress,Advancing to next stage,4.0,Christopher Cox
3307,2501,Technical Assessment,2024-06-27,Rejected,Below threshold score,,
3308,2502,Application,2023-11-09,Rejected,Other,,
3309,2503,Application,2023-03-23,Rejected,Other,,
3310,2504,Application,2023-06-19,In Progress,Advancing to next stage,,
3311,2504,Phone Screen,2023-06-19,Rejected,Did not meet requirements,,
3312,2505,Application,2023-10-20,In Progress,Advancing to next stage,,
3313,2505,Phone Screen,2023-10-20,Rejected,Did not meet requirements,,
3314,2507,Application,2024-05-24,Rejected,Other,,
3315,2509,Application,2023-01-08,Rejected,Other,,
3316,2510,Application,2023-09-08,Rejected,Other,,
3317,2511,Application,2024-04-04,In Progress,Advancing to next stage,,
3318,2511,Phone Screen,2024-04-12,In Progress,Advancing to next stage,4.0,Diana Kemp
3319,2511,Technical Assessment,2024-04-14,In Progress,Advancing to next stage,,
3320,2511,First Interview,2024-04-21,In Progress,Advancing to next stage,5.0,Taylor Salinas
3321,2511,Final Interview,2024-04-27,In Progress,Advancing to next stage,4.0,Ryan Santos
3322,2511,Reference Check,2024-04-29,In Progress,Advancing to next stage,,
3323,2511,Offer Extended,2024-04-30,In Progress,Advancing to next stage,,
3324,2511,Hired,2024-05-10,Completed,Hired,,
3325,2512,Application,2023-06-29,Rejected,Other,,
3326,2513,Application,2024-06-10,Rejected,Other,,
3327,2514,Application,2024-05-22,Rejected,Other,,
3328,2515,Application,2023-04-26,Rejected,Other,,
3329,2516,Application,2023-05-01,Rejected,Other,,
3330,2517,Application,2023-10-28,Rejected,Other,,
3331,2518,Application,2024-02-08,Rejected,Other,,
3332,2519,Application,2023-02-06,In Progress,Advancing to next stage,,
3333,2519,Phone Screen,2023-02-09,In Progress,Advancing to next stage,5.0,Amber Crawford
3334,2519,Technical Assessment,2023-02-09,Rejected,Did not meet requirements,,
3335,2520,Application,2023-02-28,In Progress,Advancing to next stage,,
3336,2520,Phone Screen,2023-02-28,Rejected,Did not meet requirements,,
3337,2521,Application,2023-12-03,Rejected,Other,,
3338,2522,Application,2023-01-06,Rejected,Other,,
3339,2523,Application,2023-12-30,In Progress,Advancing to next stage,,
3340,2523,Phone Screen,2023-12-30,Rejected,Did not meet requirements,,
3341,2524,Application,2024-05-18,Rejected,Other,,
3342,2525,Application,2024-02-25,In Progress,Advancing to next stage,,
3343,2525,Phone Screen,2024-02-25,Rejected,Did not meet requirements,,
3344,2526,Application,2023-06-09,In Progress,Advancing to next stage,,
3345,2526,Phone Screen,2023-06-14,In Progress,Advancing to next stage,4.0,Carla Wong
3346,2526,Technical Assessment,2023-06-14,Rejected,Did not meet requirements,,
3347,2527,Application,2024-02-09,In Progress,Advancing to next stage,,
3348,2527,Phone Screen,2024-02-12,In Progress,Advancing to next stage,5.0,Allison Rice
3349,2527,Technical Assessment,2024-02-16,In Progress,Advancing to next stage,,
3350,2527,First Interview,2024-02-16,Rejected,Did not meet requirements,,
3351,2528,Application,2024-03-14,Rejected,Other,,
3352,2529,Application,2023-04-22,Rejected,Other,,
3353,2531,Application,2024-01-03,Rejected,Other,,
3354,2532,Application,2023-10-19,In Progress,Advancing to next stage,,
3355,2532,Phone Screen,2023-10-19,Rejected,Did not meet requirements,,
3356,2533,Application,2024-03-07,In Progress,Advancing to next stage,,
3357,2533,Phone Screen,2024-03-10,In Progress,Advancing to next stage,5.0,Sheri Hoover
3358,2533,Technical Assessment,2024-03-10,Rejected,Did not meet requirements,,
3359,2535,Application,2024-03-07,Rejected,Other,,
3360,2537,Application,2024-02-03,In Progress,Advancing to next stage,,
3361,2537,Phone Screen,2024-02-08,In Progress,Advancing to next stage,3.0,Jeremy Chavez
3362,2537,Technical Assessment,2024-02-08,Rejected,Did not meet requirements,,
3363,2538,Application,2023-01-22,Rejected,Other,,
3364,2539,Application,2024-05-27,Rejected,Other,,
3365,2540,Application,2023-12-17,In Progress,Advancing to next stage,,
3366,2540,Phone Screen,2023-12-25,In Progress,Advancing to next stage,4.0,Jennifer Nguyen
3367,2540,Technical Assessment,2023-12-25,Rejected,Did not meet requirements,,
3368,2543,Application,2023-06-06,Rejected,Other,,
3369,2544,Application,2023-10-15,Rejected,Other,,
3370,2545,Application,2024-03-15,Rejected,Other,,
3371,2546,Application,2023-04-16,Rejected,Other,,
3372,2547,Application,2023-07-13,In Progress,Advancing to next stage,,
3373,2547,Phone Screen,2023-07-19,In Progress,Advancing to next stage,3.0,John Rodriguez
3374,2547,Technical Assessment,2023-07-19,Rejected,Did not meet requirements,,
3375,2548,Application,2023-05-04,Rejected,Other,,
3376,2549,Application,2023-10-08,Rejected,Other,,
3377,2550,Application,2023-01-19,In Progress,Advancing to next stage,,
3378,2550,Phone Screen,2023-01-27,In Progress,Advancing to next stage,3.0,Maria Williams
3379,2550,Technical Assessment,2023-01-27,Rejected,Did not meet requirements,,
3380,2551,Application,2023-02-22,In Progress,Advancing to next stage,,
3381,2551,Phone Screen,2023-02-22,Rejected,Did not meet requirements,,
3382,2552,Application,2023-11-10,Rejected,Other,,
3383,2553,Application,2024-03-12,In Progress,Advancing to next stage,,
3384,2553,Phone Screen,2024-03-12,Rejected,Did not meet requirements,,
3385,2555,Application,2023-10-03,In Progress,Advancing to next stage,,
3386,2555,Phone Screen,2023-10-06,In Progress,Advancing to next stage,4.0,Melody Ochoa
3387,2555,Technical Assessment,2023-10-11,In Progress,Advancing to next stage,,
3388,2555,First Interview,2023-10-11,Rejected,Did not meet requirements,,
3389,2557,Application,2023-07-06,Rejected,Other,,
3390,2558,Application,2023-11-26,Rejected,Other,,
3391,2559,Application,2023-10-14,In Progress,Advancing to next stage,,
3392,2559,Phone Screen,2023-10-14,Rejected,Did not meet requirements,,
3393,2560,Application,2023-07-09,In Progress,Advancing to next stage,,
3394,2560,Phone Screen,2023-07-09,Rejected,Did not meet requirements,,
3395,2561,Application,2023-12-09,In Progress,Advancing to next stage,,
3396,2561,Phone Screen,2023-12-16,Rejected,Insufficient experience,1.0,Tara Brown
3397,2562,Application,2023-01-14,Rejected,Other,,
3398,2563,Application,2024-01-05,In Progress,Advancing to next stage,,
3399,2563,Phone Screen,2024-01-15,Rejected,Salary expectations too high,2.0,Holly Banks
3400,2564,Application,2024-01-16,Rejected,Other,,
3401,2565,Application,2024-01-29,Rejected,Other,,
3402,2566,Application,2023-05-04,In Progress,Advancing to next stage,,
3403,2566,Phone Screen,2023-05-12,Rejected,Salary expectations too high,3.0,Amber Johnson
3404,2567,Application,2023-07-17,Rejected,Other,,
3405,2569,Application,2023-06-07,In Progress,Advancing to next stage,,
3406,2569,Phone Screen,2023-06-07,Rejected,Did not meet requirements,,
3407,2570,Application,2024-03-04,Rejected,Other,,
3408,2571,Application,2024-01-10,Rejected,Other,,
3409,2572,Application,2023-03-11,Rejected,Other,,
3410,2573,Application,2024-05-30,Rejected,Other,,
3411,2574,Application,2023-05-13,Rejected,Other,,
3412,2575,Application,2023-03-04,Rejected,Other,,
3413,2576,Application,2024-06-29,Rejected,Other,,
3414,2577,Application,2024-03-24,Rejected,Other,,
3415,2578,Application,2024-02-04,Rejected,Other,,
3416,2579,Application,2023-07-31,Rejected,Other,,
3417,2580,Application,2023-08-12,Rejected,Other,,
3418,2581,Application,2024-04-11,Rejected,Other,,
3419,2582,Application,2023-11-07,In Progress,Advancing to next stage,,
3420,2582,Phone Screen,2023-11-07,Rejected,Did not meet requirements,,
3421,2583,Application,2023-10-02,In Progress,Advancing to next stage,,
3422,2583,Phone Screen,2023-10-10,In Progress,Advancing to next stage,3.0,Scott Thompson
3423,2583,Technical Assessment,2023-10-11,Rejected,Did not attend,,
3424,2584,Application,2023-08-18,In Progress,Advancing to next stage,,
3425,2584,Phone Screen,2023-08-18,Rejected,Did not meet requirements,,
3426,2585,Application,2023-10-26,Rejected,Other,,
3427,2586,Application,2023-05-17,In Progress,Advancing to next stage,,
3428,2586,Phone Screen,2023-05-26,In Progress,Advancing to next stage,4.0,Eric Flores
3429,2586,Technical Assessment,2023-05-29,In Progress,Advancing to next stage,,
3430,2586,First Interview,2023-06-04,In Progress,Advancing to next stage,3.0,Theresa Wilson
3431,2586,Final Interview,2023-06-14,In Progress,Advancing to next stage,4.0,Eric Ponce
3432,2586,Reference Check,2023-06-18,In Progress,Advancing to next stage,,
3433,2586,Offer Extended,2023-06-21,In Progress,Advancing to next stage,,
3434,2586,Hired,2023-06-21,Rejected,Did not meet requirements,,
3435,2587,Application,2023-08-04,Rejected,Other,,
3436,2588,Application,2023-12-22,Rejected,Other,,
3437,2589,Application,2023-03-27,Rejected,Other,,
3438,2590,Application,2024-02-23,Rejected,Other,,
3439,2591,Application,2023-02-28,Rejected,Other,,
3440,2592,Application,2023-10-14,Rejected,Other,,
3441,2593,Application,2023-04-19,In Progress,Advancing to next stage,,
3442,2593,Phone Screen,2023-04-19,Rejected,Did not meet requirements,,
3443,2594,Application,2023-07-31,Rejected,Other,,
3444,2596,Application,2024-02-09,In Progress,Advancing to next stage,,
3445,2596,Phone Screen,2024-02-09,Rejected,Did not meet requirements,,
3446,2597,Application,2024-03-20,Rejected,Other,,
3447,2598,Application,2023-04-06,Rejected,Other,,
3448,2599,Application,2023-07-09,Rejected,Other,,
3449,2600,Application,2024-05-17,In Progress,Advancing to next stage,,
3450,2600,Phone Screen,2024-05-17,Rejected,Did not meet requirements,,
3451,2601,Application,2023-11-14,In Progress,Advancing to next stage,,
3452,2601,Phone Screen,2023-11-14,Rejected,Did not meet requirements,,
3453,2602,Application,2023-07-12,In Progress,Advancing to next stage,,
3454,2602,Phone Screen,2023-07-12,Rejected,Did not meet requirements,,
3455,2603,Application,2024-03-12,Rejected,Other,,
3456,2604,Application,2023-04-13,Rejected,Other,,
3457,2605,Application,2023-04-13,Rejected,Other,,
3458,2606,Application,2023-04-23,Rejected,Other,,
3459,2607,Application,2023-09-12,In Progress,Advancing to next stage,,
3460,2607,Phone Screen,2023-09-12,Rejected,Did not meet requirements,,
3461,2608,Application,2023-01-14,Rejected,Other,,
3462,2609,Application,2023-12-13,Rejected,Other,,
3463,2610,Application,2024-05-06,In Progress,Advancing to next stage,,
3464,2610,Phone Screen,2024-05-06,Rejected,Did not meet requirements,,
3465,2611,Application,2023-11-11,Rejected,Other,,
3466,2612,Application,2023-09-07,In Progress,Advancing to next stage,,
3467,2612,Phone Screen,2023-09-11,In Progress,Advancing to next stage,4.0,Becky Sellers
3468,2612,Technical Assessment,2023-09-14,In Progress,Advancing to next stage,,
3469,2612,First Interview,2023-09-16,In Progress,Advancing to next stage,5.0,Kendra Burton
3470,2612,Final Interview,2023-09-27,Rejected,Salary negotiation failed,1.0,Wyatt Kerr
3471,2613,Application,2023-10-01,Rejected,Other,,
3472,2614,Application,2023-02-15,Rejected,Other,,
3473,2615,Application,2023-04-16,Rejected,Other,,
3474,2616,Application,2023-01-02,In Progress,Advancing to next stage,,
3475,2616,Phone Screen,2023-01-02,Rejected,Did not meet requirements,,
3476,2617,Application,2024-03-13,In Progress,Advancing to next stage,,
3477,2617,Phone Screen,2024-03-13,Rejected,Did not meet requirements,,
3478,2618,Application,2023-10-21,Rejected,Other,,
3479,2619,Application,2023-04-26,In Progress,Advancing to next stage,,
3480,2619,Phone Screen,2023-05-02,Rejected,Salary expectations too high,1.0,Craig Dean
3481,2620,Application,2023-08-18,Rejected,Other,,
3482,2621,Application,2023-03-20,Rejected,Other,,
3483,2622,Application,2024-01-05,In Progress,Advancing to next stage,,
3484,2622,Phone Screen,2024-01-05,Rejected,Did not meet requirements,,
3485,2624,Application,2023-07-05,In Progress,Advancing to next stage,,
3486,2624,Phone Screen,2023-07-10,Rejected,Insufficient experience,1.0,Christian Rowe
3487,2625,Application,2023-10-21,Rejected,Other,,
3488,2626,Application,2024-05-26,Rejected,Other,,
3489,2627,Application,2023-01-03,Rejected,Other,,
3490,2628,Application,2023-06-01,Rejected,Other,,
3491,2629,Application,2024-05-04,Rejected,Other,,
3492,2631,Application,2023-11-27,Rejected,Other,,
3493,2632,Application,2023-12-28,Rejected,Other,,
